date,cusip,series,coupon,maturity_date,price,yield,tenor
11/09/2025,YV1931588,FR104,6.5,15/07/2030,103.486,5.663,05_year
12/09/2025,YV1931588,FR104,6.5,15/07/2030,103.755,5.599,05_year
15/09/2025,YV1931588,FR104,6.5,15/07/2030,103.782,5.593,05_year
16/09/2025,YV1931588,FR104,6.5,15/07/2030,103.907,5.563,05_year
17/09/2025,YV1931588,FR104,6.5,15/07/2030,104.496,5.425,05_year
18/09/2025,YV1931588,FR104,6.5,15/07/2030,104.898,5.33,05_year
19/09/2025,YV1931588,FR104,6.5,15/07/2030,104.77,5.359,05_year
22/09/2025,YV1931588,FR104,6.5,15/07/2030,104.535,5.413,05_year
23/09/2025,YV1931588,FR104,6.5,15/07/2030,104.495,5.422,05_year
24/09/2025,YV1931588,FR104,6.5,15/07/2030,104.166,5.498,05_year
25/09/2025,YV1931588,FR104,6.5,15/07/2030,104.027,5.53,05_year
26/09/2025,YV1931588,FR104,6.5,15/07/2030,103.981,5.54,05_year
29/09/2025,YV1931588,FR104,6.5,15/07/2030,104.239,5.479,05_year
30/09/2025,YV1931588,FR104,6.5,15/07/2030,104.089,5.514,05_year
01/10/2025,YV1931588,FR104,6.5,15/07/2030,104.219,5.483,05_year
02/10/2025,YV1931588,FR104,6.5,15/07/2030,104.35,5.45,05_year
03/10/2025,YV1931588,FR104,6.5,15/07/2030,104.399,5.438,05_year
06/10/2025,YV1931588,FR104,6.5,15/07/2030,104.42,5.433,05_year
07/10/2025,YV1931588,FR104,6.5,15/07/2030,104.483,5.418,05_year
08/10/2025,YV1931588,FR104,6.5,15/07/2030,104.564,5.398,05_year
09/10/2025,YV1931588,FR104,6.5,15/07/2030,104.704,5.364,05_year
10/10/2025,YV1931588,FR104,6.5,15/07/2030,104.727,5.358,05_year
13/10/2025,YV1931588,FR104,6.5,15/07/2030,104.751,5.351,05_year
14/10/2025,YV1931588,FR104,6.5,15/07/2030,104.872,5.323,05_year
15/10/2025,YV1931588,FR104,6.5,15/07/2030,104.946,5.305,05_year
16/10/2025,YV1931588,FR104,6.5,15/07/2030,104.918,5.309,05_year
17/10/2025,YV1931588,FR104,6.5,15/07/2030,104.857,5.323,05_year
20/10/2025,YV1931588,FR104,6.5,15/07/2030,104.837,5.327,05_year
21/10/2025,YV1931588,FR104,6.5,15/07/2030,104.907,5.31,05_year
22/10/2025,YV1931588,FR104,6.5,15/07/2030,104.719,5.354,05_year
23/10/2025,YV1931588,FR104,6.5,15/07/2030,104.59,5.383,05_year
24/10/2025,YV1931588,FR104,6.5,15/07/2030,104.606,5.378,05_year
27/10/2025,YV1931588,FR104,6.5,15/07/2030,104.566,5.387,05_year
28/10/2025,YV1931588,FR104,6.5,15/07/2030,104.571,5.386,05_year
29/10/2025,YV1931588,FR104,6.5,15/07/2030,104.601,5.378,05_year
30/10/2025,YV1931588,FR104,6.5,15/07/2030,104.39,5.426,05_year
31/10/2025,YV1931588,FR104,6.5,15/07/2030,104.335,5.439,05_year
03/11/2025,YV1931588,FR104,6.5,15/07/2030,104.012,5.515,05_year
04/11/2025,YV1931588,FR104,6.5,15/07/2030,104.095,5.495,05_year
05/11/2025,YV1931588,FR104,6.5,15/07/2030,104.033,5.509,05_year
06/11/2025,YV1931588,FR104,6.5,15/07/2030,104.0,5.516,05_year
07/11/2025,YV1931588,FR104,6.5,15/07/2030,,,05_year
10/11/2025,YV1931588,FR104,6.5,15/07/2030,,,05_year
11/11/2025,YV1931588,FR104,6.5,15/07/2030,,,05_year
12/11/2025,YV1931588,FR104,6.5,15/07/2030,104.25,5.454,05_year
13/11/2025,YV1931588,FR104,6.5,15/07/2030,104.333,5.433,05_year
14/11/2025,YV1931588,FR104,6.5,15/07/2030,104.367,5.424,05_year
17/11/2025,YV1931588,FR104,6.5,15/07/2030,,,05_year
18/11/2025,YV1931588,FR104,6.5,15/07/2030,104.358,5.425,05_year
19/11/2025,YV1931588,FR104,6.5,15/07/2030,104.384,5.418,05_year
20/11/2025,YV1931588,FR104,6.5,15/07/2030,104.302,5.437,05_year
21/11/2025,YV1931588,FR104,6.5,15/07/2030,103.892,5.535,05_year
24/11/2025,YV1931588,FR104,6.5,15/07/2030,103.417,5.65,05_year
25/11/2025,YV1931588,FR104,6.5,15/07/2030,103.501,5.629,05_year
26/11/2025,YV1931588,FR104,6.5,15/07/2030,103.317,5.673,05_year
27/11/2025,YV1931588,FR104,6.5,15/07/2030,103.084,5.729,05_year
28/11/2025,YV1931588,FR104,6.5,15/07/2030,102.672,5.83,05_year
01/12/2025,YV1931588,FR104,6.5,15/07/2030,102.85,5.786,05_year
02/12/2025,YV1931588,FR104,6.5,15/07/2030,103.059,5.734,05_year
03/12/2025,YV1931588,FR104,6.5,15/07/2030,103.475,5.632,05_year
04/12/2025,YV1931588,FR104,6.5,15/07/2030,103.525,5.618,05_year
05/12/2025,YV1931588,FR104,6.5,15/07/2030,103.4,5.649,05_year
08/12/2025,YV1931588,FR104,6.5,15/07/2030,103.5,5.624,05_year
09/12/2025,YV1931588,FR104,6.5,15/07/2030,,,05_year
10/12/2025,YV1931588,FR104,6.5,15/07/2030,103.45,5.635,05_year
11/12/2025,YV1931588,FR104,6.5,15/07/2030,103.583,5.601,05_year
12/12/2025,YV1931588,FR104,6.5,15/07/2030,103.508,5.619,05_year
02/01/2023,BY4236786,FR96,7.0,15/02/2033,100.403,6.942,10_year
03/01/2023,BY4236786,FR96,7.0,15/02/2033,99.552,7.061,10_year
04/01/2023,BY4236786,FR96,7.0,15/02/2033,99.849,7.02,10_year
05/01/2023,BY4236786,FR96,7.0,15/02/2033,100.152,6.977,10_year
06/01/2023,BY4236786,FR96,7.0,15/02/2033,100.273,6.961,10_year
09/01/2023,BY4236786,FR96,7.0,15/02/2033,100.805,6.887,10_year
10/01/2023,BY4236786,FR96,7.0,15/02/2033,101.249,6.826,10_year
11/01/2023,BY4236786,FR96,7.0,15/02/2033,101.5,6.791,10_year
12/01/2023,BY4236786,FR96,7.0,15/02/2033,101.937,6.731,10_year
13/01/2023,BY4236786,FR96,7.0,15/02/2033,102.426,6.665,10_year
16/01/2023,BY4236786,FR96,7.0,15/02/2033,101.95,6.729,10_year
17/01/2023,BY4236786,FR96,7.0,15/02/2033,101.896,6.737,10_year
18/01/2023,BY4236786,FR96,7.0,15/02/2033,102.183,6.698,10_year
19/01/2023,BY4236786,FR96,7.0,15/02/2033,102.766,6.618,10_year
20/01/2023,BY4236786,FR96,7.0,15/02/2033,102.824,6.61,10_year
23/01/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
24/01/2023,BY4236786,FR96,7.0,15/02/2033,102.861,6.605,10_year
25/01/2023,BY4236786,FR96,7.0,15/02/2033,102.592,6.642,10_year
26/01/2023,BY4236786,FR96,7.0,15/02/2033,102.444,6.662,10_year
27/01/2023,BY4236786,FR96,7.0,15/02/2033,102.032,6.718,10_year
30/01/2023,BY4236786,FR96,7.0,15/02/2033,101.889,6.737,10_year
31/01/2023,BY4236786,FR96,7.0,15/02/2033,102.229,6.691,10_year
01/02/2023,BY4236786,FR96,7.0,15/02/2033,102.582,6.643,10_year
02/02/2023,BY4236786,FR96,7.0,15/02/2033,103.106,6.572,10_year
03/02/2023,BY4236786,FR96,7.0,15/02/2033,103.429,6.528,10_year
06/02/2023,BY4236786,FR96,7.0,15/02/2033,102.416,6.665,10_year
07/02/2023,BY4236786,FR96,7.0,15/02/2033,102.185,6.697,10_year
08/02/2023,BY4236786,FR96,7.0,15/02/2033,102.673,6.63,10_year
09/02/2023,BY4236786,FR96,7.0,15/02/2033,102.883,6.602,10_year
10/02/2023,BY4236786,FR96,7.0,15/02/2033,102.5,6.654,10_year
13/02/2023,BY4236786,FR96,7.0,15/02/2033,102.025,6.719,10_year
14/02/2023,BY4236786,FR96,7.0,15/02/2033,102.133,6.704,10_year
15/02/2023,BY4236786,FR96,7.0,15/02/2033,101.882,6.738,10_year
16/02/2023,BY4236786,FR96,7.0,15/02/2033,102.311,6.679,10_year
17/02/2023,BY4236786,FR96,7.0,15/02/2033,102.045,6.715,10_year
20/02/2023,BY4236786,FR96,7.0,15/02/2033,102.164,6.699,10_year
21/02/2023,BY4236786,FR96,7.0,15/02/2033,101.958,6.727,10_year
22/02/2023,BY4236786,FR96,7.0,15/02/2033,101.768,6.753,10_year
23/02/2023,BY4236786,FR96,7.0,15/02/2033,101.664,6.767,10_year
24/02/2023,BY4236786,FR96,7.0,15/02/2033,101.562,6.781,10_year
27/02/2023,BY4236786,FR96,7.0,15/02/2033,101.062,6.851,10_year
28/02/2023,BY4236786,FR96,7.0,15/02/2033,100.873,6.877,10_year
01/03/2023,BY4236786,FR96,7.0,15/02/2033,101.118,6.843,10_year
02/03/2023,BY4236786,FR96,7.0,15/02/2033,100.409,6.942,10_year
03/03/2023,BY4236786,FR96,7.0,15/02/2033,100.252,6.964,10_year
06/03/2023,BY4236786,FR96,7.0,15/02/2033,100.608,6.914,10_year
07/03/2023,BY4236786,FR96,7.0,15/02/2033,100.254,6.963,10_year
08/03/2023,BY4236786,FR96,7.0,15/02/2033,99.762,7.033,10_year
09/03/2023,BY4236786,FR96,7.0,15/02/2033,100.066,6.99,10_year
10/03/2023,BY4236786,FR96,7.0,15/02/2033,100.473,6.932,10_year
13/03/2023,BY4236786,FR96,7.0,15/02/2033,101.273,6.82,10_year
14/03/2023,BY4236786,FR96,7.0,15/02/2033,102.03,6.715,10_year
15/03/2023,BY4236786,FR96,7.0,15/02/2033,101.776,6.75,10_year
16/03/2023,BY4236786,FR96,7.0,15/02/2033,100.472,6.932,10_year
17/03/2023,BY4236786,FR96,7.0,15/02/2033,100.867,6.877,10_year
20/03/2023,BY4236786,FR96,7.0,15/02/2033,100.857,6.878,10_year
21/03/2023,BY4236786,FR96,7.0,15/02/2033,100.868,6.876,10_year
22/03/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
23/03/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
24/03/2023,BY4236786,FR96,7.0,15/02/2033,101.499,6.788,10_year
27/03/2023,BY4236786,FR96,7.0,15/02/2033,101.748,6.753,10_year
28/03/2023,BY4236786,FR96,7.0,15/02/2033,101.594,6.775,10_year
29/03/2023,BY4236786,FR96,7.0,15/02/2033,101.404,6.801,10_year
30/03/2023,BY4236786,FR96,7.0,15/02/2033,101.421,6.798,10_year
31/03/2023,BY4236786,FR96,7.0,15/02/2033,101.616,6.771,10_year
03/04/2023,BY4236786,FR96,7.0,15/02/2033,101.719,6.757,10_year
04/04/2023,BY4236786,FR96,7.0,15/02/2033,102.085,6.706,10_year
05/04/2023,BY4236786,FR96,7.0,15/02/2033,102.287,6.678,10_year
06/04/2023,BY4236786,FR96,7.0,15/02/2033,102.496,6.649,10_year
07/04/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
10/04/2023,BY4236786,FR96,7.0,15/02/2033,102.45,6.655,10_year
11/04/2023,BY4236786,FR96,7.0,15/02/2033,102.584,6.637,10_year
12/04/2023,BY4236786,FR96,7.0,15/02/2033,102.612,6.633,10_year
13/04/2023,BY4236786,FR96,7.0,15/02/2033,102.8,6.606,10_year
14/04/2023,BY4236786,FR96,7.0,15/02/2033,102.645,6.628,10_year
17/04/2023,BY4236786,FR96,7.0,15/02/2033,102.536,6.642,10_year
18/04/2023,BY4236786,FR96,7.0,15/02/2033,102.501,6.647,10_year
19/04/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
20/04/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
21/04/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
24/04/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
25/04/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
26/04/2023,BY4236786,FR96,7.0,15/02/2033,103.512,6.508,10_year
27/04/2023,BY4236786,FR96,7.0,15/02/2033,103.439,6.517,10_year
28/04/2023,BY4236786,FR96,7.0,15/02/2033,103.477,6.512,10_year
01/05/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
02/05/2023,BY4236786,FR96,7.0,15/02/2033,103.538,6.504,10_year
03/05/2023,BY4236786,FR96,7.0,15/02/2033,103.872,6.458,10_year
04/05/2023,BY4236786,FR96,7.0,15/02/2033,104.262,6.405,10_year
05/05/2023,BY4236786,FR96,7.0,15/02/2033,104.138,6.421,10_year
08/05/2023,BY4236786,FR96,7.0,15/02/2033,103.821,6.464,10_year
09/05/2023,BY4236786,FR96,7.0,15/02/2033,103.798,6.467,10_year
10/05/2023,BY4236786,FR96,7.0,15/02/2033,103.913,6.452,10_year
11/05/2023,BY4236786,FR96,7.0,15/02/2033,104.397,6.386,10_year
12/05/2023,BY4236786,FR96,7.0,15/02/2033,104.412,6.383,10_year
15/05/2023,BY4236786,FR96,7.0,15/02/2033,104.244,6.406,10_year
16/05/2023,BY4236786,FR96,7.0,15/02/2033,104.295,6.399,10_year
17/05/2023,BY4236786,FR96,7.0,15/02/2033,104.553,6.363,10_year
18/05/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
19/05/2023,BY4236786,FR96,7.0,15/02/2033,104.158,6.417,10_year
22/05/2023,BY4236786,FR96,7.0,15/02/2033,104.241,6.406,10_year
23/05/2023,BY4236786,FR96,7.0,15/02/2033,104.167,6.416,10_year
24/05/2023,BY4236786,FR96,7.0,15/02/2033,104.224,6.408,10_year
25/05/2023,BY4236786,FR96,7.0,15/02/2033,104.183,6.413,10_year
26/05/2023,BY4236786,FR96,7.0,15/02/2033,104.197,6.411,10_year
29/05/2023,BY4236786,FR96,7.0,15/02/2033,104.43,6.379,10_year
30/05/2023,BY4236786,FR96,7.0,15/02/2033,104.394,6.383,10_year
31/05/2023,BY4236786,FR96,7.0,15/02/2033,104.578,6.358,10_year
01/06/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
02/06/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
05/06/2023,BY4236786,FR96,7.0,15/02/2033,104.474,6.372,10_year
06/06/2023,BY4236786,FR96,7.0,15/02/2033,104.727,6.338,10_year
07/06/2023,BY4236786,FR96,7.0,15/02/2033,104.864,6.319,10_year
08/06/2023,BY4236786,FR96,7.0,15/02/2033,104.703,6.341,10_year
09/06/2023,BY4236786,FR96,7.0,15/02/2033,104.857,6.32,10_year
12/06/2023,BY4236786,FR96,7.0,15/02/2033,104.985,6.302,10_year
13/06/2023,BY4236786,FR96,7.0,15/02/2033,105.279,6.262,10_year
14/06/2023,BY4236786,FR96,7.0,15/02/2033,105.441,6.24,10_year
15/06/2023,BY4236786,FR96,7.0,15/02/2033,105.167,6.277,10_year
16/06/2023,BY4236786,FR96,7.0,15/02/2033,105.165,6.277,10_year
19/06/2023,BY4236786,FR96,7.0,15/02/2033,104.954,6.305,10_year
20/06/2023,BY4236786,FR96,7.0,15/02/2033,104.856,6.319,10_year
21/06/2023,BY4236786,FR96,7.0,15/02/2033,105.063,6.29,10_year
22/06/2023,BY4236786,FR96,7.0,15/02/2033,105.218,6.269,10_year
23/06/2023,BY4236786,FR96,7.0,15/02/2033,105.147,6.278,10_year
26/06/2023,BY4236786,FR96,7.0,15/02/2033,105.194,6.271,10_year
27/06/2023,BY4236786,FR96,7.0,15/02/2033,105.402,6.243,10_year
28/06/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
29/06/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
30/06/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
03/07/2023,BY4236786,FR96,7.0,15/02/2033,105.561,6.221,10_year
04/07/2023,BY4236786,FR96,7.0,15/02/2033,105.809,6.188,10_year
05/07/2023,BY4236786,FR96,7.0,15/02/2033,106.016,6.16,10_year
06/07/2023,BY4236786,FR96,7.0,15/02/2033,105.85,6.182,10_year
07/07/2023,BY4236786,FR96,7.0,15/02/2033,105.505,6.228,10_year
10/07/2023,BY4236786,FR96,7.0,15/02/2033,105.412,6.241,10_year
11/07/2023,BY4236786,FR96,7.0,15/02/2033,105.704,6.201,10_year
12/07/2023,BY4236786,FR96,7.0,15/02/2033,105.892,6.175,10_year
13/07/2023,BY4236786,FR96,7.0,15/02/2033,106.029,6.157,10_year
14/07/2023,BY4236786,FR96,7.0,15/02/2033,106.008,6.159,10_year
17/07/2023,BY4236786,FR96,7.0,15/02/2033,105.795,6.188,10_year
18/07/2023,BY4236786,FR96,7.0,15/02/2033,105.741,6.195,10_year
19/07/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
20/07/2023,BY4236786,FR96,7.0,15/02/2033,105.772,6.19,10_year
21/07/2023,BY4236786,FR96,7.0,15/02/2033,105.498,6.227,10_year
24/07/2023,BY4236786,FR96,7.0,15/02/2033,105.546,6.221,10_year
25/07/2023,BY4236786,FR96,7.0,15/02/2033,105.552,6.22,10_year
26/07/2023,BY4236786,FR96,7.0,15/02/2033,105.371,6.244,10_year
27/07/2023,BY4236786,FR96,7.0,15/02/2033,105.505,6.226,10_year
28/07/2023,BY4236786,FR96,7.0,15/02/2033,105.231,6.263,10_year
31/07/2023,BY4236786,FR96,7.0,15/02/2033,105.481,6.229,10_year
01/08/2023,BY4236786,FR96,7.0,15/02/2033,105.514,6.224,10_year
02/08/2023,BY4236786,FR96,7.0,15/02/2033,105.407,6.238,10_year
03/08/2023,BY4236786,FR96,7.0,15/02/2033,105.13,6.276,10_year
04/08/2023,BY4236786,FR96,7.0,15/02/2033,104.743,6.329,10_year
07/08/2023,BY4236786,FR96,7.0,15/02/2033,104.691,6.336,10_year
08/08/2023,BY4236786,FR96,7.0,15/02/2033,104.803,6.32,10_year
09/08/2023,BY4236786,FR96,7.0,15/02/2033,104.887,6.309,10_year
10/08/2023,BY4236786,FR96,7.0,15/02/2033,104.895,6.307,10_year
11/08/2023,BY4236786,FR96,7.0,15/02/2033,104.855,6.313,10_year
14/08/2023,BY4236786,FR96,7.0,15/02/2033,104.462,6.367,10_year
15/08/2023,BY4236786,FR96,7.0,15/02/2033,104.212,6.401,10_year
16/08/2023,BY4236786,FR96,7.0,15/02/2033,104.094,6.417,10_year
17/08/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
18/08/2023,BY4236786,FR96,7.0,15/02/2033,103.577,6.489,10_year
21/08/2023,BY4236786,FR96,7.0,15/02/2033,102.766,6.602,10_year
22/08/2023,BY4236786,FR96,7.0,15/02/2033,102.498,6.64,10_year
23/08/2023,BY4236786,FR96,7.0,15/02/2033,102.866,6.588,10_year
24/08/2023,BY4236786,FR96,7.0,15/02/2033,103.431,6.508,10_year
25/08/2023,BY4236786,FR96,7.0,15/02/2033,103.458,6.504,10_year
28/08/2023,BY4236786,FR96,7.0,15/02/2033,103.902,6.442,10_year
29/08/2023,BY4236786,FR96,7.0,15/02/2033,104.469,6.363,10_year
30/08/2023,BY4236786,FR96,7.0,15/02/2033,104.512,6.357,10_year
31/08/2023,BY4236786,FR96,7.0,15/02/2033,104.477,6.361,10_year
01/09/2023,BY4236786,FR96,7.0,15/02/2033,104.431,6.368,10_year
04/09/2023,BY4236786,FR96,7.0,15/02/2033,104.486,6.36,10_year
05/09/2023,BY4236786,FR96,7.0,15/02/2033,104.056,6.419,10_year
06/09/2023,BY4236786,FR96,7.0,15/02/2033,103.337,6.52,10_year
07/09/2023,BY4236786,FR96,7.0,15/02/2033,102.974,6.571,10_year
08/09/2023,BY4236786,FR96,7.0,15/02/2033,103.219,6.536,10_year
11/09/2023,BY4236786,FR96,7.0,15/02/2033,102.888,6.583,10_year
12/09/2023,BY4236786,FR96,7.0,15/02/2033,102.575,6.627,10_year
13/09/2023,BY4236786,FR96,7.0,15/02/2033,102.496,6.638,10_year
14/09/2023,BY4236786,FR96,7.0,15/02/2033,102.568,6.628,10_year
15/09/2023,BY4236786,FR96,7.0,15/02/2033,102.281,6.668,10_year
18/09/2023,BY4236786,FR96,7.0,15/02/2033,102.037,6.703,10_year
19/09/2023,BY4236786,FR96,7.0,15/02/2033,101.715,6.749,10_year
20/09/2023,BY4236786,FR96,7.0,15/02/2033,101.846,6.73,10_year
21/09/2023,BY4236786,FR96,7.0,15/02/2033,101.532,6.775,10_year
22/09/2023,BY4236786,FR96,7.0,15/02/2033,101.801,6.737,10_year
25/09/2023,BY4236786,FR96,7.0,15/02/2033,101.705,6.75,10_year
26/09/2023,BY4236786,FR96,7.0,15/02/2033,101.054,6.844,10_year
27/09/2023,BY4236786,FR96,7.0,15/02/2033,100.931,6.862,10_year
28/09/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
29/09/2023,BY4236786,FR96,7.0,15/02/2033,100.712,6.894,10_year
02/10/2023,BY4236786,FR96,7.0,15/02/2033,100.217,6.966,10_year
03/10/2023,BY4236786,FR96,7.0,15/02/2033,99.953,7.005,10_year
04/10/2023,BY4236786,FR96,7.0,15/02/2033,99.417,7.084,10_year
05/10/2023,BY4236786,FR96,7.0,15/02/2033,99.855,7.02,10_year
06/10/2023,BY4236786,FR96,7.0,15/02/2033,100.038,6.993,10_year
09/10/2023,BY4236786,FR96,7.0,15/02/2033,99.985,7.0,10_year
10/10/2023,BY4236786,FR96,7.0,15/02/2033,100.476,6.928,10_year
11/10/2023,BY4236786,FR96,7.0,15/02/2033,101.548,6.772,10_year
12/10/2023,BY4236786,FR96,7.0,15/02/2033,101.615,6.762,10_year
13/10/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
16/10/2023,BY4236786,FR96,7.0,15/02/2033,101.746,6.743,10_year
17/10/2023,BY4236786,FR96,7.0,15/02/2033,101.688,6.751,10_year
18/10/2023,BY4236786,FR96,7.0,15/02/2033,100.959,6.857,10_year
19/10/2023,BY4236786,FR96,7.0,15/02/2033,100.973,6.855,10_year
20/10/2023,BY4236786,FR96,7.0,15/02/2033,99.445,7.08,10_year
23/10/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
24/10/2023,BY4236786,FR96,7.0,15/02/2033,98.5,7.222,10_year
25/10/2023,BY4236786,FR96,7.0,15/02/2033,98.59,7.208,10_year
26/10/2023,BY4236786,FR96,7.0,15/02/2033,98.852,7.169,10_year
27/10/2023,BY4236786,FR96,7.0,15/02/2033,98.619,7.204,10_year
30/10/2023,BY4236786,FR96,7.0,15/02/2033,99.275,7.106,10_year
31/10/2023,BY4236786,FR96,7.0,15/02/2033,99.378,7.09,10_year
01/11/2023,BY4236786,FR96,7.0,15/02/2033,99.614,7.055,10_year
02/11/2023,BY4236786,FR96,7.0,15/02/2033,99.631,7.053,10_year
03/11/2023,BY4236786,FR96,7.0,15/02/2033,101.057,6.842,10_year
06/11/2023,BY4236786,FR96,7.0,15/02/2033,101.094,6.837,10_year
07/11/2023,BY4236786,FR96,7.0,15/02/2033,102.21,6.674,10_year
08/11/2023,BY4236786,FR96,7.0,15/02/2033,101.417,6.789,10_year
09/11/2023,BY4236786,FR96,7.0,15/02/2033,101.574,6.766,10_year
10/11/2023,BY4236786,FR96,7.0,15/02/2033,101.099,6.836,10_year
13/11/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
14/11/2023,BY4236786,FR96,7.0,15/02/2033,100.434,6.933,10_year
15/11/2023,BY4236786,FR96,7.0,15/02/2033,100.411,6.937,10_year
16/11/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
17/11/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
20/11/2023,BY4236786,FR96,7.0,15/02/2033,102.493,6.632,10_year
21/11/2023,BY4236786,FR96,7.0,15/02/2033,102.47,6.636,10_year
22/11/2023,BY4236786,FR96,7.0,15/02/2033,102.425,6.642,10_year
23/11/2023,BY4236786,FR96,7.0,15/02/2033,102.54,6.625,10_year
24/11/2023,BY4236786,FR96,7.0,15/02/2033,102.444,6.639,10_year
27/11/2023,BY4236786,FR96,7.0,15/02/2033,101.99,6.705,10_year
28/11/2023,BY4236786,FR96,7.0,15/02/2033,102.214,6.672,10_year
29/11/2023,BY4236786,FR96,7.0,15/02/2033,102.779,6.591,10_year
30/11/2023,BY4236786,FR96,7.0,15/02/2033,102.673,6.606,10_year
01/12/2023,BY4236786,FR96,7.0,15/02/2033,102.729,6.597,10_year
04/12/2023,BY4236786,FR96,7.0,15/02/2033,102.917,6.57,10_year
05/12/2023,BY4236786,FR96,7.0,15/02/2033,102.892,6.574,10_year
06/12/2023,BY4236786,FR96,7.0,15/02/2033,102.942,6.567,10_year
07/12/2023,BY4236786,FR96,7.0,15/02/2033,102.938,6.567,10_year
08/12/2023,BY4236786,FR96,7.0,15/02/2033,102.869,6.577,10_year
11/12/2023,BY4236786,FR96,7.0,15/02/2033,102.497,6.63,10_year
12/12/2023,BY4236786,FR96,7.0,15/02/2033,102.237,6.668,10_year
13/12/2023,BY4236786,FR96,7.0,15/02/2033,101.754,6.739,10_year
14/12/2023,BY4236786,FR96,7.0,15/02/2033,102.604,6.615,10_year
15/12/2023,BY4236786,FR96,7.0,15/02/2033,103.13,6.539,10_year
18/12/2023,BY4236786,FR96,7.0,15/02/2033,103.429,6.495,10_year
19/12/2023,BY4236786,FR96,7.0,15/02/2033,103.5,6.485,10_year
20/12/2023,BY4236786,FR96,7.0,15/02/2033,103.537,6.48,10_year
21/12/2023,BY4236786,FR96,7.0,15/02/2033,103.557,6.476,10_year
22/12/2023,BY4236786,FR96,7.0,15/02/2033,103.588,6.472,10_year
25/12/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
26/12/2023,BY4236786,FR96,7.0,15/02/2033,,,10_year
27/12/2023,BY4236786,FR96,7.0,15/02/2033,103.611,6.469,10_year
28/12/2023,BY4236786,FR96,7.0,15/02/2033,103.673,6.459,10_year
29/12/2023,BY4236786,FR96,7.0,15/02/2033,103.708,6.454,10_year
02/01/2024,ZI4194448,FR100,6.625,15/02/2034,100.457,6.561,10_year
03/01/2024,ZI4194448,FR100,6.625,15/02/2034,100.006,6.623,10_year
04/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.907,6.637,10_year
05/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.61,6.677,10_year
08/01/2024,ZI4194448,FR100,6.625,15/02/2034,,,10_year
09/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.405,6.706,10_year
10/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.367,6.711,10_year
11/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.431,6.702,10_year
12/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.824,6.648,10_year
15/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.72,6.663,10_year
16/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.744,6.659,10_year
17/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.611,6.678,10_year
18/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.492,6.694,10_year
19/01/2024,ZI4194448,FR100,6.625,15/02/2034,100.106,6.61,10_year
22/01/2024,ZI4194448,FR100,6.625,15/02/2034,100.279,6.586,10_year
23/01/2024,ZI4194448,FR100,6.625,15/02/2034,100.269,6.587,10_year
24/01/2024,ZI4194448,FR100,6.625,15/02/2034,100.129,6.607,10_year
25/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.887,6.64,10_year
26/01/2024,ZI4194448,FR100,6.625,15/02/2034,99.957,6.63,10_year
29/01/2024,ZI4194448,FR100,6.625,15/02/2034,100.002,6.624,10_year
30/01/2024,ZI4194448,FR100,6.625,15/02/2034,100.203,6.597,10_year
31/01/2024,ZI4194448,FR100,6.625,15/02/2034,100.381,6.572,10_year
01/02/2024,ZI4194448,FR100,6.625,15/02/2034,100.664,6.533,10_year
02/02/2024,ZI4194448,FR100,6.625,15/02/2034,100.753,6.521,10_year
05/02/2024,ZI4194448,FR100,6.625,15/02/2034,100.226,6.594,10_year
06/02/2024,ZI4194448,FR100,6.625,15/02/2034,100.13,6.607,10_year
